SOCName,Employer Name,Number of Records,Mean National Wage,Mean Prevailing Wage,Median National Wage,Median Prevailing Wage
Computer_Programmers,TATA CONSULTANCY SERVICES LIMITED,6062,84360,62781.90317,79530,62754
Computer_Programmers,WIPRO LIMITED,1560,84360,68684.8391,79530,67205
Computer_Programmers,IBM INDIA PRIVATE LIMITED,2182,84360,65583.68011,79530,65936
Computer_Programmers,IGATE TECHNOLOGIES INC.,1677,84360,67273.57066,79530,66602
Computer_Programmers,"TECH MAHINDRA (AMERICAS),INC.",1063,84360,68030.31609,79530,66394
Computer_Programmers,ACCENTURE LLP,1491,84360,68543.97653,79530,68016
Computer_Programmers,"TECH MAHINDRA (AMERICAS), INC.",439,84360,68098.58314,79530,66872
Computer_Programmers,LARSEN & TOUBRO INFOTECH LIMITED,665,84360,56695.81805,79530,56826
Computer_Programmers,UST GLOBAL INC,499,84360,54177.14429,79530,55245
Computer_Systems_Analysts,INFOSYS LIMITED,19260,90180,70489.0717,85800,69971
Computer_Systems_Analysts,DELOITTE CONSULTING LLP,1615,90180,169164.4019,85800,72155
Computer_Systems_Analysts,UST GLOBAL INC,783,90180,57754.29757,85800,58760
Computer_Systems_Analysts,TATA CONSULTANCY SERVICES LIMITED,777,90180,64220.39897,85800,62046
Computer_Systems_Analysts,"TECH MAHINDRA (AMERICAS),INC.",655,90180,72572.04275,85800,72218
Computer_Systems_Analysts,"COMPUNNEL SOFTWARE GROUP, INC.",648,90180,59580.79012,85800,60091
Computer_Systems_Analysts,ERNST & YOUNG U.S. LLP,525,90180,72963.96381,85800,72218
Computer_Systems_Analysts,"TECH MAHINDRA (AMERICAS), INC.",504,90180,73918.94841,85800,73174
Computer_Systems_Analysts,UST GLOBAL INC.,502,90180,57069.65737,85800,58136
Computer_Systems_Analysts,IBM INDIA PRIVATE LIMITED,463,90180,348387.5443,85800,70637
Database_Administrators,TATA CONSULTANCY SERVICES LIMITED,329,84250,63604.2614,81710,62234
Database_Administrators,"FUJITSU AMERICA, INC.",276,84250,77037.39493,81710,79174
Database_Administrators,WIPRO LIMITED,241,84250,69528.76349,81710,68203
Database_Administrators,"TECH MAHINDRA (AMERICAS),INC.",84,84250,68827.97619,81710,66685
Database_Administrators,SREE INFOTECH LLC,84,84250,54131.05952,81710,53757.5
Database_Administrators,TEK SERVICES LLC,59,84250,54351.42373,81710,55494
Database_Administrators,"TECH MAHINDRA (AMERICAS), INC.",51,84250,71152.7451,81710,71906
Database_Administrators,SUNMERGE SYSTEMS INC.,42,84250,62237.52381,81710,61589
Database_Administrators,"COMPUNNEL SOFTWARE GROUP, INC.",41,84250,55507.53659,81710,55494
Database_Administrators,IGATE TECHNOLOGIES INC.,38,84250,69240.57895,81710,67496
Electrical_Engineers,"QUALCOMM TECHNOLOGIES, INC.",22,97340,88723.18182,93010,88317
Electronics_Engineers_Except_Computer,INTEL CORPORATION,22,102390,100483.9545,98270,93737.5
Electronics_Engineers_Except_Computer,"QUALCOMM TECHNOLOGIES, INC.",20,102390,88442.29,98270,88509
Electronics_Engineers_Except_Computer,"CIRRUS LOGIC, INC.",28,102390,80944.64286,98270,83512
Financial_Analysts,DELOITTE CONSULTING LLP,1096,95320,69541.80931,80310,66019
Financial_Analysts,CREDIT SUISSE SECURITIES (USA) LLC,136,95320,80696.28676,80310,85311.5
Financial_Analysts,DEUTSCHE BANK SECURITIES INC.,105,95320,79635.54286,80310,66019
Financial_Analysts,"BLACKROCK FINANCIAL MANAGEMENT, INC.",88,95320,68715.57955,80310,66019
Financial_Analysts,"GOLDMAN, SACHS & CO.",85,95320,70907.03529,80310,66019
Financial_Analysts,JPMORGAN CHASE & CO.,73,95320,78341.39726,80310,69680
Financial_Analysts,MORGAN STANLEY & CO. LLC,58,95320,92331.05172,80310,95576
Financial_Analysts,KPMG LLP,54,95320,65720.16667,80310,57491
Financial_Analysts,MORGAN STANLEY & CO LLC,52,95320,87793.98077,80310,86000
Financial_Analysts,GOLDMAN SACHS & CO.,38,95320,72715.47368,80310,66019
Management_Analysts,DELOITTE CONSULTING LLP,484,91770,72477.76446,81320,72654
Management_Analysts,ERNST & YOUNG U.S. LLP,1052,91770,75080.40684,81320,77444
Management_Analysts,ACCENTURE LLP,498,91770,73112.03213,81320,72654
Management_Analysts,"THE BOSTON CONSULTING GROUP, INC.",312,91770,95393.28333,81320,104790.2
Management_Analysts,"TECH MAHINDRA (AMERICAS), INC.",308,91770,73912.30519,81320,73465.5
Management_Analysts,"TECH MAHINDRA (AMERICAS),INC.",204,91770,74419.61765,81320,75774
Management_Analysts,IBM CORPORATION,160,91770,71974.475,81320,72779
Management_Analysts,"A.T. KEARNEY, INC.",152,91770,120334.1316,81320,131934
Management_Analysts,"MU SIGMA, INC.",146,91770,56255.20548,81320,55890
Management_Analysts,"COMPUNNEL SOFTWARE GROUP, INC.",138,91770,56461.15942,81320,56971
Management_Analysts,KPMG LLP,136,91770,73041.5,81320,58157
Management_Analysts,"BAIN & COMPANY, INC.",132,91770,108740.197,81320,107598
Mechanical_Engineers,"TECH MAHINDRA (AMERICAS),INC.",128,88190,72860.71875,83590,73174
Mechanical_Engineers,"CYIENT, INC.",154,88190,61876.02597,83590,60445
Mechanical_Engineers,"TECH MAHINDRA (AMERICAS), INC.",80,88190,74677.725,83590,73289
Mechanical_Engineers,"ONWARD TECHNOLOGIES, INC",78,88190,63128.02564,83590,66394
Mechanical_Engineers,CRESTTEK LLC,78,88190,60930.4359,83590,57595
Mechanical_Engineers,MAHINDRA ENGINEERING SERVICES LTD,72,88190,60991.61111,83590,58906
Mechanical_Engineers,"CRESTTEK, LLC",68,88190,67488.11765,83590,67600
Mechanical_Engineers,RACAR INTERNATIONAL D/E LLC,66,88190,63433.63636,83590,57595
Mechanical_Engineers,"PRICOL TECHNOLOGIES, INC.",64,88190,59102.40625,83590,57595
Mechanical_Engineers,SCHLUMBERGER TECHNOLOGY CORPORATION,60,88190,70241.6,83590,67746
Network_and_Computer_Systems_Administrators,TATA CONSULTANCY SERVICES LIMITED,179,82200,65195.96648,77810,67309
Network_and_Computer_Systems_Administrators,WIPRO LIMITED,566,82200,67621.62544,77810,68005.5
Network_and_Computer_Systems_Administrators,"TECH MAHINDRA (AMERICAS),INC.",90,82200,69187.5,77810,71552
Network_and_Computer_Systems_Administrators,"V-SOFT CONSULTING GROUP, INC",73,82200,57653.30137,77810,57262
Network_and_Computer_Systems_Administrators,DELOITTE CONSULTING LLP,67,82200,76480.70149,77810,75046
Network_and_Computer_Systems_Administrators,"TECH MAHINDRA (AMERICAS), INC.",47,82200,70346.08511,77810,71552
Network_and_Computer_Systems_Administrators,"MOBILENET SERVICES, INC.",43,82200,58824.0093,77810,57761.6
Network_and_Computer_Systems_Administrators,"PREMIER IT SOLUTIONS, INC",41,82200,57375.80488,77810,56222
Network_and_Computer_Systems_Administrators,"ENTHSQUARE, INC.",41,82200,58551.65854,77810,58614
Network_and_Computer_Systems_Administrators,DATASERV INC,40,82200,62407.25,77810,59072
Operations_Research_Analysts,DELOITTE CONSULTING LLP,288,84180,61387.88889,78630,58739
Operations_Research_Analysts,KPMG LLP,118,84180,63472.37288,78630,61818
Operations_Research_Analysts,"EXPERIS US, INC.",114,84180,49247.83158,78630,47944
Operations_Research_Analysts,KFORCE INC.,68,84180,51708.8,78630,49472.8
Operations_Research_Analysts,"GOLDMAN, SACHS & CO.",56,84180,83751.89286,78630,93912
Operations_Research_Analysts,GOLDMAN SACHS & CO.,42,84180,75048.42857,78630,64480
Operations_Research_Analysts,GENPACT LLC,38,84180,56483.94737,78630,54725
Operations_Research_Analysts,CREDIT SUISSE SECURITIES (USA) LLC,36,84180,84928.72222,78630,93912
Operations_Research_Analysts,ERNST & YOUNG U.S. LLP,34,84180,79053.35294,78630,84136
Operations_Research_Analysts,"BLACKROCK FINANCIAL MANAGEMENT, INC.",34,84180,74965,78630,64210
Software_Developers_Applications,DELOITTE CONSULTING LLP,148,102160,83026.72297,98260,83366
Software_Developers_Applications,GOOGLE INC.,2402,102160,102527.8514,98260,99423
Software_Developers_Applications,MICROSOFT CORPORATION,2255,102160,97255.08186,98260,97219
Software_Developers_Applications,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",624,102160,91035.08333,98260,90230
Software_Developers_Applications,"RANDSTAD TECHNOLOGIES, LP",552,102160,78284.32065,98260,77168
Software_Developers_Applications,"FACEBOOK, INC.",491,102160,123451.609,98260,126422
Software_Developers_Applications,"NTT DATA, INC.",444,102160,89075.39865,98260,88691
Software_Developers_Applications,CERNER CORPORATION,438,102160,64423.19406,98260,62608
Software_Developers_Applications,CAPGEMINI FINANCIAL SERVICES USA INC,352,102160,78666.28977,98260,77168
Software_Developers_Applications,"CAPITAL ONE SERVICES, LLC",325,102160,80827.00431,98260,79747
Software_Developers_Applications,HCL GLOBAL SYSTEMS INC,294,102160,73155.01361,98260,71884.8
Software_Developers_Systems_Software,DELOITTE CONSULTING LLP,2028,108760,80145.61341,105570,79394
Software_Developers_Systems_Software,INTEL CORPORATION,390,108760,95663.59231,105570,98399
Software_Developers_Systems_Software,"QUALCOMM TECHNOLOGIES, INC.",280,108760,93858.51429,105570,94432
Software_Developers_Systems_Software,"ORACLE AMERICA, INC.",217,108760,106108.106,105570,101379
Software_Developers_Systems_Software,CONSULTADD INC,162,108760,90756.91975,105570,91374
Software_Developers_Systems_Software,GOOGLE INC.,122,108760,112446.3197,105570,115253
Software_Developers_Systems_Software,"CISCO SYSTEMS, INC.",87,108760,107787.1839,105570,111543
Software_Developers_Systems_Software,"APEX TECHNOLOGY SYSTEMS, INC",78,108760,76093.5,105570,76211
Software_Developers_Systems_Software,MOTOROLA MOBILITY LLC,77,108760,96259.4026,105570,97387
Software_Developers_Systems_Software,"UBER TECHNOLOGIES, INC.",76,108760,112973.2368,105570,117229
