SOCName,Employer Name,Number of Records,Mean National Wage,Mean Prevailing Wage,Median National Wage,Median Prevailing Wage
Electronics_Engineers_Except_Computer,"CIRRUS LOGIC, INC.",34,97870,76398.67647,94250,76149
Electronics_Engineers_Except_Computer,TEXAS INSTRUMENTS INCORPORATED,11,97870,90154.81818,94250,91811
Electronics_Engineers_Except_Computer,"MICROCHIP TECHNOLOGY, INC.",9,97870,61792.22222,94250,62629
Financial_Analysts,DELOITTE CONSULTING LLP,1020,91620,64700.9598,78380,63898
Financial_Analysts,"GOLDMAN, SACHS & CO.",89,91620,65780.73034,78380,63898
Financial_Analysts,MORGAN STANLEY & CO. LLC,98,91620,83404.26531,78380,90085
Financial_Analysts,JPMORGAN CHASE & CO.,31,91620,86500.48387,78380,63898
Financial_Analysts,DEUTSCHE BANK SECURITIES INC.,95,91620,74051.37895,78380,63898
Financial_Analysts,CREDIT SUISSE SECURITIES (USA) LLC,98,91620,78349.38776,78380,86965
Financial_Analysts,"BLACKROCK INVESTMENT MANAGEMENT, LLC",23,91620,62994.69565,78380,63898
Financial_Analysts,GOLDMAN SACHS & CO.,21,91620,75429.19048,78380,61400
Financial_Analysts,MERRILL LYNCH,42,91620,76602.64286,78380,63898
Financial_Analysts,"BLACKROCK FINANCIAL MANAGEMENT, INC.",17,91620,69966.17647,78380,63898
Management_Analysts,DELOITTE CONSULTING LLP,576,89990,66692.31944,79870,60736
Management_Analysts,ACCENTURE LLP,316,89990,81859.72152,79870,78915.5
Management_Analysts,ERNST & YOUNG U.S. LLP,942,89990,70878.44374,79870,73278
Management_Analysts,SATYAM COMPUTER SERVICES LTD,198,89990,74735.71717,79870,75795
Management_Analysts,IBM CORPORATION,408,89990,74652.93529,79870,75909.5
Management_Analysts,SATYAM COMPUTER SERVICES LTD.,170,89990,75941.34118,79870,75795
Management_Analysts,"MU SIGMA, INC.",296,89990,53914.63514,79870,52603
Management_Analysts,MUSIGMA INC,230,89990,52254.1913,79870,52603
Management_Analysts,"THE BOSTON CONSULTING GROUP, INC.",230,89990,93116.98957,79870,95451
Management_Analysts,POPULUS GROUP,142,89990,69019.38028,79870,65811.2
Market_Research_Analysts_and_Marketing_Specialists,"ANJANEYAP, INC.",8,67780,56576,60800,55536
Market_Research_Analysts_and_Marketing_Specialists,APPLE INC.,8,67780,79965.5,60800,79965.5
Market_Research_Analysts_and_Marketing_Specialists,"ETEK IT SERVICES, INC.",8,67780,44949,60800,44949
Market_Research_Analysts_and_Marketing_Specialists,METROSPORTS INC,10,67780,35360,60800,35360
Market_Research_Analysts_and_Marketing_Specialists,"THE NIELSEN COMPANY (US), LLC",18,67780,52862.11111,60800,53394
Market_Research_Analysts_and_Marketing_Specialists,"22ND CENTURY TECHNOLOGIES, INC",8,67780,53944.75,60800,57803
Market_Research_Analysts_and_Marketing_Specialists,"JFC INTERNATIONAL, INC.",12,67780,41568.66667,60800,42463
Market_Research_Analysts_and_Marketing_Specialists,"JR CASTINGS & FINDINGS, INC.",10,67780,45448,60800,45448
Market_Research_Analysts_and_Marketing_Specialists,"COPY CAT ENTERPRISES, INC.",8,67780,41184,60800,41184
Market_Research_Analysts_and_Marketing_Specialists,CROSS-TAB MARKETING SERVICES PVT. LTD.,8,67780,74443,60800,74443
Mechanical_Engineers,SATYAM COMPUTER SERVICES LTD,88,85930,145580.3409,82100,67433.5
Mechanical_Engineers,SATYAM COMPUTER SERVICES LTD.,46,85930,65397.78261,82100,68203
Mechanical_Engineers,"ONWARD TECHNOLOGIES, INC",156,85930,59187.61538,82100,55016
Mechanical_Engineers,"KPIT INFOSYSTEMS, INC.",104,85930,61147.38462,82100,63502
Mechanical_Engineers,"ITC INFOTECH (USA), INC.",66,85930,52614.39394,82100,60528
Mechanical_Engineers,SCHLUMBERGER TECHNOLOGY CORPORATION,84,85930,68447.65238,82100,63606
Mechanical_Engineers,"INFOTECH ENTERPRISES AMERICA, INC.",72,85930,58924.86111,82100,59322
Mechanical_Engineers,"PRICOL TECHNOLOGIES, INC.",66,85930,53788.42424,82100,51501
Mechanical_Engineers,"AXIS, INC.",78,85930,63351.77949,82100,66200
Mechanical_Engineers,"CARESOFT GLOBAL, INC.",54,85930,55679.22222,82100,53248
Network_and_Computer_Systems_Administrators,DELOITTE CONSULTING LLP,26,77910,69938.69231,74000,72592
Network_and_Computer_Systems_Administrators,WIPRO LIMITED,315,77910,66054.09206,74000,64480
Network_and_Computer_Systems_Administrators,SATYAM COMPUTER SERVICES LTD,53,77910,64085.84906,74000,65749
Network_and_Computer_Systems_Administrators,"TECH MAHINDRA (AMERICAS), INC.",30,77910,60660.43333,74000,60057.5
Network_and_Computer_Systems_Administrators,"V-SOFT CONSULTING GROUP, INC",75,77910,54077.66933,74000,53955
Network_and_Computer_Systems_Administrators,"MICROEXCEL, INC",33,77910,52322.72727,74000,52790
Network_and_Computer_Systems_Administrators,"PREMIER IT SOLUTIONS, INC",31,77910,52032.3871,74000,50877
Network_and_Computer_Systems_Administrators,"INDU, LLC",36,77910,53646.02778,74000,53466
Network_and_Computer_Systems_Administrators,"NOVISYNC SOLUTIONS, INC.",30,77910,50463.82667,74000,46842
Network_and_Computer_Systems_Administrators,"SERVER MANAGEMENT SERVICES, LLC",26,77910,54111.96154,74000,50877
Operations_Research_Analysts,DELOITTE CONSULTING LLP,94,81660,70326.95745,74630,61027
Operations_Research_Analysts,"GOLDMAN, SACHS & CO.",84,81660,72990.59524,74630,75171
Operations_Research_Analysts,KPMG LLP,60,81660,67515.73333,74630,61526.5
Operations_Research_Analysts,MORGAN STANLEY & CO. LLC,48,81660,99396.25,74630,96512
Operations_Research_Analysts,KFORCE INC.,44,81660,54141.45455,74630,51313.6
Operations_Research_Analysts,DEUTSCHE BANK SECURITIES INC.,28,81660,78246.28571,74630,61485
Operations_Research_Analysts,LATENTVIEW ANALYTICS CORPORATION,64,81660,62543.4375,74630,62982
Operations_Research_Analysts,DB GLOBAL TECHNOLOGY INC.,50,81660,63972.36,74630,61589
Operations_Research_Analysts,DEUTSCHE BANK NEW YORK BRANCH,26,81660,70040,74630,61485
Operations_Research_Analysts,"EXLSERVICE.COM, LLC",28,81660,57935.5,74630,61485
Software_Developers_Applications,GOOGLE INC.,1372,96260,794866.7736,92660,100984
Software_Developers_Applications,MICROSOFT CORPORATION,989,96260,83978.49444,92660,86278
Software_Developers_Applications,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",779,96260,86039.54557,92660,86278.4
Software_Developers_Applications,"NTT DATA, INC.",242,96260,86065.28512,92660,85446
Software_Developers_Applications,HITACHI CONSULTING CORPORATION,282,96260,67841.30851,92660,68162
Software_Developers_Applications,HCL GLOBAL SYSTEMS INC,344,96260,71668.21395,92660,70532.8
Software_Developers_Applications,"RANDSTAD TECHNOLOGIES, LP",267,96260,78941.3191,92660,78562
Software_Developers_Applications,CERNER CORPORATION,356,96260,60825.33146,92660,59114
Software_Developers_Applications,"FACEBOOK, INC.",337,96260,107687.4036,92660,97858
Software_Developers_Applications,"BLOOMBERG, LP",240,96260,95433.26083,92660,89378
Software_Developers_Systems_Software,DELOITTE CONSULTING LLP,2019,104480,78123.33482,101410,78021
Software_Developers_Systems_Software,IBM CORPORATION,71,104480,86177.69296,101410,85280
Software_Developers_Systems_Software,"QUALCOMM TECHNOLOGIES, INC.",422,104480,88124.85213,101410,88275.2
Software_Developers_Systems_Software,INTEL CORPORATION,424,104480,92262.6533,101410,92851
Software_Developers_Systems_Software,"ORACLE AMERICA, INC.",91,104480,103635.9011,101410,102233
Software_Developers_Systems_Software,QUALCOMM INCORPORATED,70,104480,84298.60286,101410,83595.2
Software_Developers_Systems_Software,"CISCO SYSTEMS, INC.",105,104480,104756.8476,101410,104032
Software_Developers_Systems_Software,QUALCOMM INNOVATION CENTER INC.,96,104480,86556.88333,101410,88275.2
Software_Developers_Systems_Software,MOTOROLA MOBILITY LLC,88,104480,91724.375,101410,92496
Software_Developers_Systems_Software,"MOTOROLA SOLUTIONS, INC.",71,104480,85283,101410,78225
